,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,average_rating,number_of_votes
0,tt0063540,Sunghursh,Sunghursh,2013,175.0,"Action,Crime,Drama",7.0,77
1,tt0066787,One Day Before the Rainy Season,Ashad Ka Ek Din,2019,114.0,"Biography,Drama",7.2,43
2,tt0069049,The Other Side of the Wind,The Other Side of the Wind,2018,122.0,Drama,6.9,4517
3,tt0069204,Sabse Bada Sukh,Sabse Bada Sukh,2018,91.0,"Comedy,Drama",6.1,13
4,tt0100275,The Wandering Soap Opera,La Telenovela Errante,2017,80.0,"Comedy,Drama,Fantasy",6.5,119
5,tt0112502,Bigfoot,Bigfoot,2017,91.0,"Horror,Thriller",4.1,32
6,tt0137204,Joe Finds Grace,Joe Finds Grace,2017,83.0,"Adventure,Animation,Comedy",8.1,263
7,tt0146592,Pál Adrienn,Pál Adrienn,2010,136.0,Drama,6.8,451
8,tt0154039,So Much for Justice!,Oda az igazság,2010,100.0,History,4.6,64
9,tt0159369,Cooper and Hemingway: The True Gen,Cooper and Hemingway: The True Gen,2013,180.0,Documentary,7.6,53
10,tt0162942,Children of the Green Dragon,A zöld sárkány gyermekei,2010,89.0,Drama,6.9,120
11,tt0170651,T.G.M. - osvoboditel,T.G.M. - osvoboditel,2018,60.0,Documentary,7.5,6
12,tt0176694,The Tragedy of Man,Az ember tragédiája,2011,160.0,"Animation,Drama,History",7.8,584
13,tt0192528,Heaven & Hell,Reverse Heaven,2018,104.0,Drama,4.0,72
14,tt0230212,The Final Journey,The Final Journey,2010,120.0,Drama,8.8,8
15,tt0247643,Los pájaros se van con la muerte,Los pájaros se van con la muerte,2011,110.0,"Drama,Mystery",4.0,12
16,tt0249516,Foodfight!,Foodfight!,2012,91.0,"Action,Animation,Comedy",1.9,8248
17,tt0250404,Godfather,Godfather,2012,91.0,"Crime,Drama",6.7,236
18,tt0253093,Gangavataran,Gangavataran,2018,134.0,unknown,6.6,8
19,tt0255820,Return to Babylon,Return to Babylon,2013,75.0,"Biography,Comedy,Drama",5.9,123
20,tt0262218,Akakis mogzauroba,Akakis mogzauroba,2012,44.0,Documentary,7.8,22
21,tt0263814,On kadin,On kadin,2019,91.0,Drama,7.1,100
22,tt0276568,To Chase a Million,To Chase a Million,2018,97.0,"Action,Drama",7.4,5
23,tt0277964,Prague: The Restless Heart of Europe,Praha - neklidné srdce Evropy,2018,59.0,"Documentary,History",7.0,31
24,tt0283440,Short Time Heroes,Kurzzeithelden,2015,45.0,Sci-Fi,6.6,16
25,tt0285252,Life's a Beach,Life's a Beach,2012,100.0,Comedy,3.9,219
26,tt0285423,Abolição,Abolição,2019,91.0,Documentary,7.4,35
27,tt0293069,Dark Blood,Dark Blood,2012,86.0,Thriller,6.6,1053
28,tt0297400,Snowblind,Snowblind,2015,91.0,"Crime,Drama",6.7,77
29,tt0306058,Second Coming,Second Coming,2012,95.0,unknown,5.5,20
30,tt0312305,Quantum Quest: A Cassini Space Odyssey,Quantum Quest: A Cassini Space Odyssey,2010,45.0,"Adventure,Animation,Sci-Fi",5.1,287
31,tt0315642,Wazir,Wazir,2016,103.0,"Action,Crime,Drama",7.1,15378
32,tt0323808,The Wicker Tree,The Wicker Tree,2011,96.0,"Drama,Horror",3.9,2328
33,tt0326592,The Overnight,The Overnight,2010,88.0,unknown,7.5,24
34,tt0326965,In My Sleep,In My Sleep,2010,104.0,"Drama,Mystery,Thriller",5.5,1889
35,tt0328810,My Land,Aamaar Bhuvan,2018,102.0,"Drama,Family",7.9,61
36,tt0329539,Rice Girl,Rice Girl,2014,95.0,"Adventure,Comedy,Romance",6.1,73
37,tt0330811,Regret Not Speaking,Regret Not Speaking,2011,91.0,unknown,6.2,10
38,tt0330987,"Tiden är en dröm, del 2","Tiden är en dröm, del 2",2014,109.0,unknown,6.3,6
39,tt0331312,This Wretched Life,This Wretched Life,2010,99.0,"Comedy,Drama",7.6,59
40,tt0331314,Bunyan and Babe,Bunyan and Babe,2017,84.0,"Adventure,Animation,Comedy",5.0,302
41,tt0337692,On the Road,On the Road,2012,124.0,"Adventure,Drama,Romance",6.1,37886
42,tt0337882,Blind Sided,Blind Sided,2010,91.0,"Comedy,Crime,Drama",7.4,14
43,tt0337926,Chatô - The King of Brazil,Chatô: O Rei do Brasil,2015,102.0,Biography,6.0,558
44,tt0339736,The Evil Within,The Evil Within,2017,98.0,Horror,5.6,2420
45,tt0346045,Transeúntes,Transeúntes,2015,101.0,"Comedy,Drama",6.7,35
46,tt0357717,Haar Jeet,Haar Jeet,2018,91.0,Drama,5.1,9
47,tt0359950,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013,114.0,"Adventure,Comedy,Drama",7.3,275300
48,tt0360556,Fahrenheit 451,Fahrenheit 451,2018,100.0,"Drama,Sci-Fi,Thriller",4.9,14469
49,tt0364201,Aman Ke Farishtey,Aman Ke Farishtey,2016,137.0,Action,6.4,16
50,tt0365545,Nappily Ever After,Nappily Ever After,2018,98.0,"Comedy,Drama,Romance",6.4,6287
51,tt0365907,A Walk Among the Tombstones,A Walk Among the Tombstones,2014,114.0,"Action,Crime,Drama",6.5,105116
52,tt0369610,Jurassic World,Jurassic World,2015,124.0,"Action,Adventure,Sci-Fi",7.0,539338
53,tt0372538,Spy,Spy,2011,110.0,"Action,Crime,Drama",6.6,78
54,tt0376136,The Rum Diary,The Rum Diary,2011,119.0,"Comedy,Drama",6.2,94787
55,tt0376479,American Pastoral,American Pastoral,2016,108.0,"Crime,Drama",6.1,12898
56,tt0377981,Gnomeo & Juliet,Gnomeo & Juliet,2011,84.0,"Adventure,Animation,Comedy",6.0,49550
57,tt0381957,Cloud Cuckoo Land,Cloud Cuckoo Land,2012,92.0,Drama,7.6,23
58,tt0383010,The Three Stooges,The Three Stooges,2012,92.0,"Comedy,Family",5.1,28570
59,tt0393049,Anderson's Cross,Anderson's Cross,2010,98.0,"Comedy,Drama,Romance",5.5,106
60,tt0396123,Den milde smerte,Den milde smerte,2010,280.0,Drama,7.8,6
61,tt0398286,Tangled,Tangled,2010,100.0,"Adventure,Animation,Comedy",7.8,366366
62,tt0400320,The Connecticut Kid,The Connecticut Kid,2011,87.0,Adventure,7.9,18
63,tt0401729,John Carter,John Carter,2012,132.0,"Action,Adventure,Sci-Fi",6.6,241792
64,tt0403645,Burnt by the Sun 2,Utomlennye solntsem 2,2010,181.0,"Drama,History,War",4.1,3907
65,tt0403935,Action Jackson,Action Jackson,2014,144.0,"Action,Thriller",3.3,2862
66,tt0404978,Gambit,Gambit,2012,89.0,"Comedy,Crime",5.7,22148
67,tt0406282,Bubbles,Bubbles,2011,80.0,Drama,8.6,18
68,tt0407194,Seven Fallen Objects,Seven Fallen Objects,2011,90.0,"Comedy,Drama",6.5,6
69,tt0409379,In Secret,In Secret,2013,107.0,"Crime,Drama,Thriller",6.2,7045
70,tt0409847,Cowboys & Aliens,Cowboys & Aliens,2011,119.0,"Action,Sci-Fi,Thriller",6.0,195889
71,tt0411951,Tekken,Tekken,2010,87.0,"Action,Crime,Drama",4.8,24913
72,tt0417610,Asleep in the Sun,Dormir al sol,2010,83.0,Fantasy,6.4,80
73,tt0417750,Hempsters: Plant the Seed,Hempsters: Plant the Seed,2010,90.0,Documentary,7.5,107
74,tt0419692,Disconnect,Disconnect,2010,112.0,"Drama,Mystery,Sci-Fi",4.5,190
75,tt0420293,The Stanford Prison Experiment,The Stanford Prison Experiment,2015,122.0,"Biography,Drama,History",6.9,32591
76,tt0423474,Venus & Vegas,Venus & Vegas,2010,95.0,"Action,Comedy,Crime",4.2,468
77,tt0424859,The Ninth Cloud,The Ninth Cloud,2014,93.0,Drama,6.2,56
78,tt0425785,El borde del tiempo,El borde del tiempo,2011,100.0,Drama,6.2,6
79,tt0426566,Pots and Pans,Acorralados,2012,91.0,Drama,6.0,13
80,tt0427152,Dinner for Schmucks,Dinner for Schmucks,2010,114.0,Comedy,5.9,91546
81,tt0427543,A Million Little Pieces,A Million Little Pieces,2018,113.0,Drama,7.6,120
82,tt0429493,The A-Team,The A-Team,2010,117.0,"Action,Adventure,Thriller",6.8,235256
83,tt0430524,The Rescuer,The Rescuer,2011,84.0,Documentary,8.7,14
84,tt0431021,The Possession,The Possession,2012,92.0,"Horror,Mystery,Thriller",5.9,53649
85,tt0432010,The Queen of Sheba Meets the Atom Man,The Queen of Sheba Meets the Atom Man,2018,110.0,Comedy,7.1,47
86,tt0433035,Real Steel,Real Steel,2011,127.0,"Action,Drama,Family",7.1,283534
87,tt0433397,Satin,Satin,2011,84.0,"Comedy,Drama,Music",4.7,214
88,tt0433533,Caleuche: El llamado del Mar,Caleuche: El llamado del Mar,2012,100.0,"Drama,Fantasy,Horror",5.2,168
89,tt0433787,L'apocalisse delle scimmie,L'apocalisse delle scimmie,2012,91.0,Drama,6.9,11
90,tt0435651,The Giver,The Giver,2014,97.0,"Drama,Romance,Sci-Fi",6.5,104999
91,tt0435761,Toy Story 3,Toy Story 3,2010,103.0,"Adventure,Animation,Comedy",8.3,682218
92,tt0436230,Mexican Devil,The Devil Inside,2010,91.0,"Horror,Thriller",6.7,34
93,tt0436782,A Life in the Death of Joe Meek,A Life in the Death of Joe Meek,2013,122.0,Documentary,9.1,24
94,tt0437086,Alita: Battle Angel,Alita: Battle Angel,2019,122.0,"Action,Adventure,Sci-Fi",7.5,88207
95,tt0439724,Moving Target,Moving Target,2011,91.0,"Drama,Thriller",7.5,26
96,tt0439801,Segurança Nacional,Segurança Nacional,2010,86.0,Action,3.3,260
97,tt0441779,My Nappy Roots: A Journey Through Black Hair-itage,My Nappy Roots: A Journey Through Black Hair-itage,2010,90.0,Documentary,7.3,16
98,tt0443272,Lincoln,Lincoln,2012,150.0,"Biography,Drama,History",7.4,228701
99,tt0443331,Milenge Milenge,Milenge Milenge,2010,109.0,"Drama,Romance",4.1,1571
100,tt0443465,Before We Go,Before We Go,2014,95.0,"Comedy,Drama,Romance",6.8,45181
101,tt0443533,The History of Love,The History of Love,2016,134.0,"Drama,Romance,War",6.3,1024
102,tt0444531,Vidas pequeñas,Vidas pequeñas,2010,115.0,Drama,6.0,68
103,tt0445054,7 Days,Les 7 jours du talion,2010,105.0,"Crime,Drama,Horror",6.5,6705
104,tt0446029,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,2010,112.0,"Action,Comedy,Fantasy",7.5,339338
105,tt0446686,Dream Street,Dream Street,2010,91.0,Drama,5.1,17
106,tt0446792,Surviving in L.A.,Surviving in L.A.,2019,91.0,"Comedy,Drama,Romance",8.7,12
107,tt0448022,A Bird of the Air,A Bird of the Air,2011,108.0,"Drama,Romance",6.6,1061
108,tt0448115,Shazam!,Shazam!,2019,132.0,"Action,Adventure,Comedy",7.4,109051
109,tt0448694,Puss in Boots,Puss in Boots,2011,90.0,"Action,Adventure,Animation",6.6,133355
110,tt0449005,Diary of a Bad Lad,Diary of a Bad Lad,2010,92.0,"Comedy,Crime",4.0,144
111,tt0451108,Mad World,Mad World,2010,98.0,Drama,6.3,313
112,tt0451154,The Passing,The Passing,2011,92.0,Horror,3.4,174
113,tt0451201,Clawed,Sludge,2017,95.0,Horror,5.8,363
114,tt0451279,Wonder Woman,Wonder Woman,2017,141.0,"Action,Adventure,Fantasy",7.5,487527
115,tt0452183,Blunt Movie,Blunt Movie,2013,83.0,"Comedy,Romance",6.4,77
116,tt0452664,Party Crashers,Os Penetras,2012,88.0,Comedy,5.4,907
117,tt0453562,42,42,2013,128.0,"Biography,Drama,Sport",7.5,77703
118,tt0454155,El hada buena - Una fábula peronista,El hada buena - Una fábula peronista,2010,85.0,"Comedy,Drama,Sci-Fi",6.4,19
119,tt0454876,Life of Pi,Life of Pi,2012,127.0,"Adventure,Drama,Fantasy",7.9,535836
120,tt0455323,Being Flynn,Being Flynn,2012,102.0,Drama,6.4,15780
121,tt0455407,The Crazies,The Crazies,2010,101.0,"Horror,Thriller",6.5,104465
122,tt0455944,The Equalizer,The Equalizer,2014,132.0,"Action,Crime,Thriller",7.2,302302
123,tt0457591,Memorias del desarrollo,Memorias del desarrollo,2010,113.0,Drama,7.0,58
124,tt0458339,Captain America: The First Avenger,Captain America: The First Avenger,2011,124.0,"Action,Adventure,Sci-Fi",6.9,668137
125,tt0458413,A Long Way Down,A Long Way Down,2014,96.0,"Comedy,Drama",6.4,29260
126,tt0458481,Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,2014,102.0,"Crime,Thriller",6.5,140666
127,tt0459748,Generation P,Generation P,2011,112.0,"Comedy,Drama,Sci-Fi",6.8,3358
128,tt0460528,One Step Beyond: The True Story of Géraldine Fasnacht,One Step Beyond,2012,56.0,Documentary,8.5,26
129,tt0460778,Drunkboat,Drunkboat,2010,98.0,Drama,4.9,555
130,tt0460809,The Grasslands,The Grasslands,2011,114.0,Drama,8.6,17
131,tt0460890,The Only Living Boy in New York,The Only Living Boy in New York,2017,89.0,Drama,6.3,8727
132,tt0460957,Texxas Jam '78,Texxas Jam '78,2012,60.0,Documentary,8.5,8
133,tt0461336,Saving Private Perez,Salvando al Soldado Pérez,2011,105.0,"Adventure,Comedy,Western",6.0,1727
134,tt0462036,Steve Phoenix: The Untold Story,Steve Phoenix: The Untold Story,2012,110.0,Drama,5.5,18
135,tt0462335,High-Rise,High-Rise,2015,119.0,"Drama,Horror,Sci-Fi",5.6,33746
136,tt0462516,Satan Hates You,Satan Hates You,2010,94.0,Horror,4.6,205
137,tt0463311,Federal,Federal,2010,91.0,"Drama,Thriller",3.2,374
138,tt0463960,The Devil You Know,The Devil You Know,2013,76.0,"Mystery,Thriller",3.6,1470
139,tt0464032,"Guns, Drugs and Dirty Money","Guns, Drugs and Dirty Money",2010,123.0,"Action,Comedy,Crime",8.0,39
140,tt0464054,House at the End of the Drive,House at the End of the Drive,2014,91.0,"Horror,Thriller",6.5,331
141,tt0464154,Piranha 3D,Piranha 3D,2010,88.0,"Comedy,Horror",5.4,81327
142,tt0464162,Komaram Puli,Komaram Puli,2010,163.0,"Action,Crime,Thriller",3.8,1423
143,tt0464891,Act Your Age,Act Your Age,2011,101.0,"Comedy,Drama",6.5,85
144,tt0465637,Taken by Force,Taken by Force,2010,90.0,"Action,Drama",7.8,33
145,tt0466553,Golapi Ekhon Bilatey,Golapi Ekhon Bilatey,2010,91.0,Musical,7.8,25
146,tt0466893,Margaret,Margaret,2011,150.0,Drama,6.5,14708
147,tt0469021,Alan Partridge,Alan Partridge: Alpha Papa,2013,90.0,"Action,Comedy,Crime",6.9,27986
148,tt0469094,Harlem Hostel,Harlem Hostel,2010,81.0,"Comedy,Drama",4.1,128
149,tt0469152,Smoking/Non-Smoking,The Pack,2011,84.0,Drama,7.2,88
150,tt0469158,Platinum Illusions,Platinum Illusions,2011,91.0,"Action,Drama",6.6,31
151,tt0470752,Ex Machina,Ex Machina,2014,108.0,"Drama,Mystery,Sci-Fi",7.7,424542
152,tt0470936,"Hot Country, Cold Winter","Tak erkir, tsurt dzmer",2016,104.0,Drama,4.0,62
153,tt0471042,Tower Heist,Tower Heist,2011,104.0,"Action,Comedy,Crime",6.2,125102
154,tt0472181,The Smurfs,The Smurfs,2011,103.0,"Adventure,Animation,Comedy",5.5,77577
155,tt0472399,The Mechanic,The Mechanic,2011,93.0,"Action,Crime,Thriller",6.6,141254
156,tt0473075,Prince of Persia: The Sands of Time,Prince of Persia: The Sands of Time,2010,116.0,"Action,Adventure,Fantasy",6.6,254975
157,tt0473088,Stan,Stan,2011,91.0,Comedy,8.8,27
158,tt0473122,Bamboo Shark,Bamboo Shark,2011,91.0,Comedy,6.4,55
159,tt0473343,Cielito lindo,Cielito lindo,2010,91.0,"Drama,Thriller",6.9,35
160,tt0475239,Clutch,Clutch,2012,91.0,"Action,Drama",7.9,23
161,tt0475290,"Hail, Caesar!","Hail, Caesar!",2016,106.0,"Comedy,Drama,Music",6.3,111422
162,tt0476023,Stiffs,Stiffs,2010,104.0,Comedy,7.3,64
163,tt0477080,Unstoppable,Unstoppable,2010,98.0,"Action,Thriller",6.8,173019
164,tt0477302,Extremely Loud & Incredibly Close,Extremely Loud & Incredibly Close,2011,129.0,"Adventure,Drama,Mystery",6.9,93164
165,tt0478304,The Tree of Life,The Tree of Life,2011,139.0,"Drama,Fantasy",6.8,156266
166,tt0478660,El horror de la dama del lago,El horror de la dama del lago,2010,90.0,"Fantasy,Horror,Thriller",6.2,10
167,tt0478970,Ant-Man,Ant-Man,2015,117.0,"Action,Adventure,Comedy",7.3,501213
168,tt0479051,The Greater Meaning of Water,The Greater Meaning of Water,2010,60.0,"Drama,Sport",6.5,40
169,tt0479204,Perfect Life,Perfect Life,2010,98.0,"Horror,Thriller",4.3,399
170,tt0479997,Season of the Witch,Season of the Witch,2011,95.0,"Action,Adventure,Fantasy",5.4,85777
171,tt0480239,Atlas Shrugged: Part I,Atlas Shrugged: Part I,2011,97.0,"Drama,Mystery,Sci-Fi",5.7,12524
172,tt0480255,The Losers,The Losers,2010,97.0,"Action,Adventure,Crime",6.4,83876
173,tt0480687,Hall Pass,Hall Pass,2011,105.0,"Comedy,Romance",5.9,113775
174,tt0481470,Felix Austria!,Felix Austria!,2013,77.0,"Biography,Documentary,History",7.5,12
175,tt0481499,The Croods,The Croods,2013,98.0,"Action,Adventure,Animation",7.2,176699
176,tt0482459,Bandage,Bandeiji,2010,119.0,"Drama,Music,Romance",6.8,402
177,tt0482461,Barry Munday,Barry Munday,2010,95.0,"Comedy,Drama,Romance",5.9,3846
178,tt0483586,Chasing 3000,Chasing 3000,2010,115.0,"Family,Sport",6.5,759
179,tt0483740,Monkey Man,Monkey Man,2011,91.0,Comedy,7.6,28
180,tt0484828,La daga de Rasputín,La daga de Rasputín,2011,99.0,"Adventure,Comedy",3.0,186
181,tt0485061,U Want Me 2 Kill Him?,uwantme2killhim?,2013,92.0,"Drama,Thriller",6.3,2288
182,tt0485521,Sushi in Suhl,Sushi in Suhl,2012,100.0,"Comedy,Drama",6.3,336
183,tt0485985,Red Tails,Red Tails,2012,125.0,"Action,Adventure,Drama",5.9,31815
184,tt0486622,Making Change,Making Change,2012,94.0,Drama,6.7,59
185,tt0490075,Aftermath,Aftermath,2013,84.0,"Crime,Thriller",5.1,271
186,tt0490199,PrimeMates,PrimeMates,2010,82.0,"Comedy,Drama",6.7,63
187,tt0490215,Silence,Silence,2016,161.0,"Adventure,Drama,History",7.2,85242
188,tt0490236,The Invited,The Invited,2010,95.0,"Horror,Thriller",4.2,240
189,tt0490847,Double Tap,Double Tap,2011,100.0,"Action,Crime,Drama",5.2,52
190,tt0491152,Something Borrowed,Something Borrowed,2011,112.0,"Comedy,Drama,Romance",5.9,54314
191,tt0491175,Suburbicon,Suburbicon,2017,105.0,"Comedy,Crime,Drama",5.6,31294
192,tt0491203,Tulip Fever,Tulip Fever,2017,105.0,"Drama,History,Romance",6.2,15037
193,tt0492389,Furry Vengeance,Furry Vengeance,2010,92.0,"Comedy,Family",3.8,14700
194,tt0493076,Nina,Nina,2016,90.0,"Biography,Drama,Music",5.3,2246
195,tt0493405,CHIPS,CHIPS,2017,100.0,"Action,Comedy,Crime",6.0,37029
196,tt0493949,Ramona and Beezus,Ramona and Beezus,2010,103.0,"Adventure,Comedy,Family",6.6,16086
197,tt0494229,Good Sharma,Good Sharma,2010,100.0,Drama,7.3,22
198,tt0495024,Bad Blood,Bad Blood,2012,107.0,"Horror,Mystery,Romance",5.6,78
199,tt0495037,O Inimigo Sem Rosto,O Inimigo Sem Rosto,2010,85.0,"Crime,Drama",6.2,12
200,tt0496375,Prisoners of the Sun,Prisoners of the Sun,2013,85.0,"Action,Adventure,Horror",3.7,1106
201,tt0498351,The Hero of Color City,The Hero of Color City,2014,77.0,"Animation,Family",4.0,431
202,tt0498381,Rings,Rings,2017,102.0,"Drama,Horror,Mystery",4.5,34151
203,tt0499608,Tranced,Tranced,2010,91.0,"Drama,Fantasy,Romance",5.6,31
204,tt0756727,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),2010,116.0,"Biography,Documentary,Music",7.7,1332
205,tt0758752,Love & Other Drugs,Love & Other Drugs,2010,112.0,"Comedy,Drama,Romance",6.7,167680
206,tt0762138,Syrup,Syrup,2013,90.0,"Comedy,Drama,Romance",5.7,10228
207,tt0763831,A Thousand Words,A Thousand Words,2012,91.0,"Comedy,Drama",5.9,36387
208,tt0765446,Escape from Planet Earth,Escape from Planet Earth,2013,89.0,"Adventure,Animation,Comedy",5.9,23298
209,tt0765465,The Legend of Secret Pass,The Legend of Secret Pass,2019,92.0,"Animation,Family,Fantasy",4.9,331
210,tt0765485,Waste of Space,Waste of Space,2010,78.0,"Adventure,Comedy,Sci-Fi",5.2,54
211,tt0768187,Me and My Umbrella,Eu e Meu Guarda-Chuva,2010,78.0,"Family,Fantasy",6.1,111
212,tt0768222,Night of the Templar,Night of the Templar,2013,101.0,"Horror,Mystery",5.9,5392
213,tt0770703,What's Your Number?,What's Your Number?,2011,106.0,"Comedy,Romance",6.1,67922
214,tt0770728,California Indian,California Indian,2011,90.0,Drama,6.0,20
215,tt0770778,King of the Avenue,King of the Avenue,2010,83.0,"Drama,Fantasy,Thriller",4.0,449
216,tt0770802,Samsara,Samsara,2011,102.0,"Documentary,Music",8.5,29725
217,tt0770828,Man of Steel,Man of Steel,2013,143.0,"Action,Adventure,Sci-Fi",7.1,647288
218,tt0772175,Jersey Justice,Jersey Justice,2014,100.0,"Action,Thriller",7.2,115
219,tt0772179,Kill,Kill,2011,90.0,"Comedy,Horror,Thriller",4.5,95
220,tt0774519,The Chosen Heaven,El cielo elegido,2010,123.0,"Drama,Thriller",6.3,19
221,tt0775440,Cell,Cell,2016,98.0,"Action,Drama,Horror",4.3,21968
222,tt0775461,The Rain Fairy,Destová víla,2010,100.0,"Family,Fantasy",5.4,70
223,tt0775489,The Illusionist,L'illusionniste,2010,80.0,"Animation,Drama",7.5,31734
224,tt0775543,Night Catches Us,Night Catches Us,2010,90.0,"Drama,Romance",6.3,1390
225,tt0780504,Drive,Drive,2011,100.0,"Crime,Drama",7.8,521495
226,tt0780548,Kid Cannabis,Kid Cannabis,2014,110.0,"Biography,Comedy,Crime",6.4,8924
227,tt0780625,Santorini Blue,Santorini Blue,2013,90.0,"Comedy,Drama",4.6,124
228,tt0780645,War of the Dead,War of the Dead,2011,86.0,"Action,Adventure,Horror",4.1,2378
229,tt0780653,The Wolfman,The Wolfman,2010,103.0,"Drama,Fantasy,Horror",5.8,97873
230,tt0781441,Escalade,Escalade,2011,80.0,Thriller,4.5,43
231,tt0782047,Irreversi,Irreversi,2010,91.0,Thriller,5.6,85
232,tt0787442,The Attack,The Attack,2012,102.0,"Drama,Mystery,War",7.1,3733
233,tt0787474,The Boxtrolls,The Boxtrolls,2014,96.0,"Adventure,Animation,Comedy",6.8,50763
234,tt0787524,The Man Who Knew Infinity,The Man Who Knew Infinity,2015,108.0,"Biography,Drama",7.2,43575
235,tt0790628,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,2013,100.0,"Adventure,Comedy,Fantasy",5.9,67549
236,tt0790636,Dallas Buyers Club,Dallas Buyers Club,2013,117.0,"Biography,Drama",8.0,402462
237,tt0790653,Elliot Loves,Elliot Loves,2012,92.0,"Comedy,Romance",6.2,463
238,tt0790663,The First Grader,The First Grader,2010,103.0,"Biography,Drama,Romance",7.5,4052
239,tt0790724,Jack Reacher,Jack Reacher,2012,130.0,"Action,Crime,Thriller",7.0,284547
240,tt0790736,R.I.P.D.,R.I.P.D.,2013,96.0,"Action,Adventure,Comedy",5.6,109078
241,tt0790770,Miles Ahead,Miles Ahead,2015,100.0,"Biography,Drama,Music",6.4,8498
242,tt0790788,The Yellow Wallpaper,The Yellow Wallpaper,2012,115.0,Thriller,6.6,1695
243,tt0795459,Wilde Salomé,Wilde Salomé,2011,95.0,"Documentary,Drama",6.8,748
244,tt0795461,Scary Movie 5,Scary Movie 5,2013,86.0,Comedy,3.5,60139
245,tt0798817,13,13,2010,91.0,"Drama,Thriller",6.1,38418
246,tt0800054,The Guardians,The Guardians,2010,88.0,"Comedy,Family",7.8,68
247,tt0800092,Ironmen,Ironmen,2010,119.0,"Biography,Drama",4.3,6
248,tt0800320,Clash of the Titans,Clash of the Titans,2010,106.0,"Action,Adventure,Fantasy",5.8,256176
249,tt0800325,The Dirt,The Dirt,2019,107.0,"Biography,Comedy,Drama",7.0,26876
250,tt0800353,Nemesis,Nemesis,2010,83.0,Drama,6.6,67
251,tt0800369,Thor,Thor,2011,115.0,"Action,Adventure,Fantasy",7.0,683264
252,tt0803061,Red Dog,Red Dog,2011,92.0,"Biography,Comedy,Drama",7.4,15357
253,tt0803096,Warcraft,Warcraft,2016,123.0,"Action,Adventure,Fantasy",6.9,225557
254,tt0804463,Devil's Knot,Devil's Knot,2013,114.0,"Biography,Crime,Drama",6.1,18716
255,tt0804483,Folk!,Folk!,2010,91.0,Documentary,7.7,9
256,tt0804497,It's Kind of a Funny Story,It's Kind of a Funny Story,2010,101.0,"Comedy,Drama,Romance",7.1,125583
257,tt0804509,The Mule,La mula,2013,100.0,"Comedy,Drama",6.2,653
258,tt0805617,Spoon,Spoon,2011,91.0,"Action,Drama,Fantasy",6.6,108
259,tt0808245,A Letter to Elia,A Letter to Elia,2010,60.0,Documentary,7.6,799
260,tt0808447,The Last Pogo Jumps Again,The Last Pogo Jumps Again,2013,200.0,"Documentary,Music",9.3,42
261,tt0808510,Tooth Fairy,Tooth Fairy,2010,101.0,"Comedy,Family,Fantasy",5.0,37939
262,tt0810772,Belle du Seigneur,Belle du Seigneur,2012,104.0,"Drama,Romance",5.3,1125
263,tt0810815,Cross the Line,Cross the Line,2010,87.0,Action,3.9,39
264,tt0810819,The Danish Girl,The Danish Girl,2015,119.0,"Biography,Drama,Romance",7.1,146873
265,tt0810856,Eyes of the Mothman,Eyes of the Mothman,2011,150.0,Documentary,6.3,293
266,tt0810913,Jack and Jill,Jack and Jill,2011,91.0,Comedy,3.3,71361
267,tt0810922,Take Me Home Tonight,Take Me Home Tonight,2011,97.0,"Comedy,Drama,Romance",6.3,48393
268,tt0811021,Plumíferos - Aventuras voladoras,Plumíferos - Aventuras voladoras,2010,80.0,"Adventure,Animation,Family",4.0,165
269,tt0811069,Lavoe,The King Hector Lavoe,2011,90.0,"Drama,Music",7.4,65
270,tt0811137,The Do-Deca-Pentathlon,The Do-Deca-Pentathlon,2012,76.0,Comedy,6.0,1627
271,tt0811613,Meridian Lines,Meridian Lines,2013,91.0,Drama,6.8,84
272,tt0813992,American Flyer,American Flyer,2010,100.0,Adventure,6.4,85
273,tt0814255,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,2010,118.0,"Adventure,Family,Fantasy",5.9,165108
274,tt0815101,Ashes,Ashes,2010,77.0,Drama,7.1,68
275,tt0815236,She's Out of My League,She's Out of My League,2010,104.0,"Comedy,Romance",6.4,117245
276,tt0816362,Card Subject to Change,Card Subject to Change,2010,87.0,Documentary,6.7,223
277,tt0816442,The Book Thief,The Book Thief,2013,131.0,"Drama,War",7.6,119023
278,tt0816462,Conan the Barbarian,Conan the Barbarian,2011,113.0,"Action,Adventure,Fantasy",5.2,90834
279,tt0816648,Shanghai Hotel,Shanghai Hotel,2011,110.0,Drama,6.3,36
280,tt0816692,Interstellar,Interstellar,2014,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334
281,tt0816711,World War Z,World War Z,2013,116.0,"Action,Adventure,Horror",7.0,553751
282,tt0817177,Flipped,Flipped,2010,90.0,"Comedy,Drama,Romance",7.7,74937
283,tt0817230,Valentine's Day,Valentine's Day,2010,125.0,"Comedy,Romance",5.7,107171
