,title,studio,domestic_gross,foreign_gross,year
798,Think Like a Man (SGem),SGem,91500000.0,4500000.0,2012
799,This Is 40 (Uni.),Uni.,67500000.0,20500000.0,2012
800,The Inbetweeners Movie (WHE),WHE,36000.0,88000000.0,2012
801,The Possession (LGF),LGF,49100000.0,36300000.0,2012
802,What to Expect When You're Expecting (LGF),LGF,41200000.0,43200000.0,2012
803,The Thieves (WGUSA),WGUSA,686000.0,82800000.0,2012
804,Savages (2012) (Uni.),Uni.,47400000.0,35600000.0,2012
805,Frankenweenie (BV),BV,35300000.0,46200000.0,2012
806,Act of Valor (Rela.),Rela.,70000000.0,11300000.0,2012
807,Masquerade (2012) (CJ),CJ,923000.0,79800000.0,2012
808,Sinister (LG/S),LG/S,48100000.0,29600000.0,2012
809,The Grey (ORF),ORF,51600000.0,25700000.0,2012
810,Diary of a Wimpy Kid: Dog Days (Fox),Fox,49000000.0,28100000.0,2012
811,To Rome with Love (SPC),SPC,16700000.0,56600000.0,2012
812,Here Comes the Boom (Sony),Sony,45300000.0,27800000.0,2012
813,Finding Nemo (3D) (BV),BV,41100000.0,28200000.0,2012
814,Anna Karenina (Focus),Focus,12800000.0,56100000.0,2012
815,The Watch (Fox),Fox,35400000.0,32900000.0,2012
816,Moonrise Kingdom (Focus),Focus,45500000.0,22800000.0,2012
817,Tyler Perry's Madea's Witness Protection (LGF),LGF,65700000.0,1200000.0,2012
818,The Cabin in the Woods (LGF),LGF,42100000.0,24400000.0,2012
819,Beauty and the Beast (3D) (BV),BV,47600000.0,14400000.0,2012
820,Rock of Ages (WB (NL)),WB (NL),38500000.0,20900000.0,2012
821,That's My Boy (Sony),Sony,36900000.0,20800000.0,2012
822,The Odd Life of Timothy Green (BV),BV,51900000.0,4200000.0,2012
823,The Three Stooges (Fox),Fox,44300000.0,10500000.0,2012
824,The Five-Year Engagement (Uni.),Uni.,28800000.0,25100000.0,2012
825,Lawless (Wein.),Wein.,37400000.0,16300000.0,2012
826,Silent Hill: Revelation 3D (ORF),ORF,17500000.0,34800000.0,2012
827,Red Tails (Fox),Fox,49900000.0,489000.0,2012
828,"Monsters, Inc. (3D) (BV)",BV,34000000.0,16200000.0,2012
829,Trouble with the Curve (WB),WB,35800000.0,13200000.0,2012
830,Little White Lies (MPI),MPI,206000.0,48300000.0,2012
831,End of Watch (ORF),ORF,41000000.0,7100000.0,2012
832,Man on a Ledge (LG/S),LG/S,18600000.0,27600000.0,2012
833,Red Dawn (2012) (FD),FD,44800000.0,19400000.0,2012
834,House at the End of The Street (Rela.),Rela.,31600000.0,12700000.0,2012
835,The Guilt Trip (Par.),Par.,37100000.0,4700000.0,2012
836,A Werewolf Boy (CJ),CJ,343000.0,41300000.0,2012
837,Safe (2012) (LGF),LGF,17100000.0,23200000.0,2012
838,Killing Them Softly (Wein.),Wein.,15000000.0,22900000.0,2012
839,Chernobyl Diaries (WB),WB,18100000.0,19000000.0,2012
840,One For the Money (LGF),LGF,26400000.0,10500000.0,2012
841,Dredd (LGF),LGF,13400000.0,22200000.0,2012
842,Tyler Perry's Good Deeds (LGF),LGF,35000000.0,553000.0,2012
843,Arbitrage (RAtt.),RAtt.,7900000.0,27600000.0,2012
844,Chimpanzee (BV),BV,29000000.0,5900000.0,2012
845,Alex Cross (LG/S),LG/S,25900000.0,8700000.0,2012
846,Salmon Fishing in the Yemen (CBS),CBS,9000000.0,25500000.0,2012
847,Fetih 1453: The Conquest of Constantinople (NeoC),NeoC,35700.0,34400000.0,2012
848,Cirque Du Soleil: Worlds Away (Par.),Par.,12500000.0,21600000.0,2012
849,The Perks of Being a Wallflower (LG/S),LG/S,17700000.0,15600000.0,2012
850,Haywire (Rela.),Rela.,18900000.0,14400000.0,2012
851,Katy Perry: Part of Me (Par.),Par.,25300000.0,7400000.0,2012
852,Lockout (FD),FD,14300000.0,17900000.0,2012
853,Joyful Noise (WB),WB,30900000.0,226000.0,2012
854,Premium Rush (Sony),Sony,20300000.0,10800000.0,2012
855,The Raven (Rela.),Rela.,16000000.0,13600000.0,2012
856,Rowdy Rathore (UTV),UTV,777000.0,28600000.0,2012
857,Dragon (2012) (RTWC),RTWC,11100.0,29100000.0,2012
858,Bol Bachchan (FIP),FIP,1200000.0,27600000.0,2012
859,The Master (Wein.),Wein.,16399999.0,11900000.0,2012
860,Rust and Bone (SPC),SPC,2100000.0,23700000.0,2012
861,Big Miracle (Uni.),Uni.,20200000.0,4600000.0,2012
862,Sparkle (2012) (TriS),TriS,24400000.0,240000.0,2012
863,To the Arctic (IMAX) (WB),WB,14600000.0,9100000.0,2012
864,Hitchcock (FoxS),FoxS,6000000.0,17600000.0,2012
865,A Thousand Words (P/DW),P/DW,18500000.0,3600000.0,2012
866,Wanderlust (Uni.),Uni.,17500000.0,4200000.0,2012
867,Beasts of the Southern Wild (FoxS),FoxS,12800000.0,8300000.0,2012
868,Polisse (IFC),IFC,211000.0,20200000.0,2012
869,Amour (SPC),SPC,6700000.0,13100000.0,2012
870,The Man with the Iron Fists (Uni.),Uni.,15600000.0,4099999.0,2012
872,Seven Psychopaths (CBS),CBS,15000000.0,4400000.0,2012
873,Gone (LG/S),LG/S,11700000.0,6400000.0,2012
874,Norwegian Wood (RF),RF,13000.0,17600000.0,2012
875,The Cold Light of Day (LG/S),LG/S,3800000.0,13100000.0,2012
876,My Way (2012) (CJ),CJ,70200.0,16500000.0,2012
877,Tomorrow When the War Began (Free),Free,4900.0,16500000.0,2012
878,We Have a Pope (IFC),IFC,548000.0,15600000.0,2012
879,Headhunters (Magn.),Magn.,1200000.0,14500000.0,2012
880,Hit and Run (ORF),ORF,13700000.0,704000.0,2012
881,War of the Buttons (2012) (Wein.),Wein.,47800.0,13800000.0,2012
882,Red Lights (2012) (MNE),MNE,52600.0,13500000.0,2012
883,The Words (CBS),CBS,11500000.0,1700000.0,2012
884,Playing for Keeps (FD),FD,13100000.0,19400000.0,2012
885,Silent House (ORF),ORF,12800000.0,347000.0,2012
886,Friends with Kids (RAtt.),RAtt.,7300000.0,5800000.0,2012
887,The Well-Digger's Daughter (KL),KL,386000.0,12200000.0,2012
888,Klown (Drft.),Drft.,68800.0,12400000.0,2012
889,People Like Us (BV),BV,12400000.0,19400000.0,2012
890,Seeking Justice (Anch.),Anch.,412000.0,11900000.0,2012
891,Bachelorette (RTWC),RTWC,448000.0,11500000.0,2012
892,This Must Be the Place (Wein.),Wein.,144000.0,11600000.0,2012
893,Fun Size (Par.),Par.,9400000.0,2000000.0,2012
894,Rec 3: Genesis (Magn.),Magn.,9600.0,10100000.0,2012
895,Delicacy (Cohen),Cohen,499000.0,9200000.0,2012
896,Seeking a Friend for the End of the World (Focus),Focus,7100000.0,2600000.0,2012
897,The Apparition (WB),WB,4900000.0,4700000.0,2012
898,For Greater Glory (ArcEnt),ArcEnt,5700000.0,4000000.0,2012
899,Hysteria (SPC),SPC,1800000.0,7700000.0,2012
900,Bernie (MNE),MNE,9200000.0,19400000.0,2012
901,The Sessions (FoxS),FoxS,6000000.0,3100000.0,2012
902,Ruby Sparks (FoxS),FoxS,2500000.0,6600000.0,2012
903,Hyde Park on Hudson (Focus),Focus,6400000.0,2500000.0,2012
904,On the Road (IFC),IFC,744000.0,8000000.0,2012
905,Boy (2012) (PalUni),PalUni,256000.0,8400000.0,2012
906,Piranha 3DD (W/Dim.),W/Dim.,377000.0,8100000.0,2012
907,Easy Money (2012) (Wein.),Wein.,206000.0,8199999.0,2012
908,Space Dogs 3D (EpicPics),EpicPics,14400.0,8300000.0,2012
909,Bel Ami (Magn.),Magn.,120000.0,8199999.0,2012
910,Promised Land (2012) (Focus),Focus,7600000.0,541000.0,2012
911,Iron Sky (EOne),EOne,122000.0,8000000.0,2012
912,Casa De Mi Padre (LGF),LGF,5900000.0,2100000.0,2012
913,Heroine (UTV),UTV,599000.0,7400000.0,2012
914,A Royal Affair (Magn.),Magn.,1500000.0,6000000.0,2012
915,All Together (KL),KL,43200.0,7200000.0,2012
916,My Worst Nightmare (Strand),Strand,22000.0,7100000.0,2012
917,The Collection (LD),LD,6800000.0,19400000.0,2012
918,Monsieur Lazhar (U.S.-only) (MBox),MBox,2000000.0,4600000.0,2012
919,Goon (Magn.),Magn.,4200000.0,2300000.0,2012
920,Cosmopolis (EOne),EOne,764000.0,5300000.0,2012
921,Chasing Mavericks (Fox),Fox,6000000.0,600.0,2012
922,Declaration of War (IFC),IFC,59100.0,5800000.0,2012
923,Puella Magi Madoka Magica the Movie (Elev.),Elev.,180000.0,5600000.0,2012
924,Albert Nobbs (RAtt.),RAtt.,3000000.0,2600000.0,2012
925,In Darkness (SPC),SPC,1000000.0,4500000.0,2012
926,Won't Back Down (Fox),Fox,5300000.0,19400000.0,2012
927,Farewell My Queen (Cohen),Cohen,1600000.0,3700000.0,2012
929,Girl in Progress (LGF),LGF,2600000.0,2000000.0,2012
930,"Jeff, Who Lives at Home (ParV)",ParV,4300000.0,148000.0,2012
931,Barbara (AF),AF,1000000.0,3100000.0,2012
932,The Raid: Redemption (SPC),SPC,4099999.0,19400000.0,2012
934,Safety Not Guaranteed (FD),FD,4000000.0,19400000.0,2012
935,Nitro Circus the Movie 3D (ArcEnt),ArcEnt,3400000.0,526000.0,2012
937,The Lady (Cohen),Cohen,355000.0,3400000.0,2012
938,Branded (RAtt.),RAtt.,354000.0,3400000.0,2012
939,The Rabbi's Cat (GK),GK,23400.0,3700000.0,2012
940,Searching for Sugar Man (SPC),SPC,3700000.0,19400000.0,2012
941,Killer Joe (LD),LD,2000000.0,1700000.0,2012
942,Hara-Kiri: Death of a Samurai (Trib.),Trib.,75700.0,3400000.0,2012
943,Robot & Frank (Gold.),Gold.,3300000.0,19400000.0,2012
944,Raiders of the Lost Ark (IMAX) (Par.),Par.,3100000.0,19400000.0,2012
945,Celeste and Jesse Forever (SPC),SPC,3100000.0,19400000.0,2012
946,Jab Tak Hai Jaan (Yash),Yash,3000000.0,19400000.0,2012
947,Intruders (MNE),MNE,69100.0,2900000.0,2012
948,Talaash (Relbig.),Relbig.,2900000.0,19400000.0,2012
949,Barfi! (UTV),UTV,2800000.0,19400000.0,2012
950,A Simple Life (CL),CL,192000.0,2600000.0,2012
951,Samsara (Osci.),Osci.,2700000.0,19400000.0,2012
952,Simon and the Oaks (TFA),TFA,151000.0,2400000.0,2012
953,Jiro Dreams of Sushi (Magn.),Magn.,2600000.0,19400000.0,2012
954,Dabangg 2 (Eros),Eros,2500000.0,19400000.0,2012
955,Kid With a Bike (IFC),IFC,1500000.0,1000000.0,2012
956,The Queen of Versailles (Magn.),Magn.,2400000.0,19400000.0,2012
957,Ek Tha Tiger (Yash),Yash,2300000.0,19400000.0,2012
958,Chico & Rita (GK),GK,351000.0,1900000.0,2012
959,Stolen (2012) (MNE),MNE,304000.0,1800000.0,2012
960,Footnote (SPC),SPC,2000000.0,19400000.0,2012
961,The Imposter (IM),IM,898000.0,1100000.0,2012
962,Agneepath (Eros),Eros,2000000.0,19400000.0,2012
963,The Day I Saw Your Heart (FM),FM,3500.0,2000000.0,2012
964,English Vinglish (Eros),Eros,1900000.0,19400000.0,2012
965,Housefull 2 (Eros),Eros,1800000.0,19400000.0,2012
967,Tales of the Night (GK),GK,11000.0,1700000.0,2012
968,Beloved (2012) (IFC),IFC,138000.0,1500000.0,2012
969,360 (Magn.),Magn.,100000.0,1600000.0,2012
970,2 Days in New York (Magn.),Magn.,633000.0,1000000.0,2012
971,Your Sister's Sister (IFC),IFC,1600000.0,19400000.0,2012
972,Hermano (MBox),MBox,29900.0,1600000.0,2012
973,Lay the Favorite (RTWC),RTWC,21000.0,1600000.0,2012
974,Soldiers of Fortune (RAtt.),RAtt.,38900.0,1500000.0,2012
975,A Late Quartet (EOne),EOne,1600000.0,19400000.0,2012
976,I Wish (Magn.),Magn.,146000.0,1400000.0,2012
977,The Salt of Life (Zeit.),Zeit.,317000.0,1200000.0,2012
978,Chicken with Plums (SPC),SPC,254000.0,1200000.0,2012
979,Marley (Magn.),Magn.,1400000.0,19400000.0,2012
980,The Paperboy (MNE),MNE,693000.0,661000.0,2012
981,Chasing Ice (SD),SD,1300000.0,19400000.0,2012
982,Unforgivable (Strand),Strand,154000.0,1200000.0,2012
983,A Little Bit of Heaven (MNE),MNE,15400.0,1300000.0,2012
984,The Other Son (Cohen),Cohen,1300000.0,19400000.0,2012
985,Meerkats (NGE),NGE,778000.0,482000.0,2012
986,"For a Good Time, Call... (Focus)",Focus,1300000.0,19400000.0,2012
987,Take This Waltz (Magn.),Magn.,1200000.0,19400000.0,2012
988,Cocktail (2012) (Eros),Eros,1200000.0,19400000.0,2012
989,Once Upon a Time in Anatolia (CGld),CGld,152000.0,1000000.0,2012
990,Ek Main Aur Ekk Tu (UTV),UTV,1200000.0,19400000.0,2012
991,The Deep Blue Sea (MBox),MBox,1100000.0,19400000.0,2012
992,Coriolanus (Wein.),Wein.,757000.0,315000.0,2012
993,Diana Vreeland: The Eye Has to Travel (Gold.),Gold.,1000000.0,19400000.0,2012
994,First Position (IFC),IFC,1000000.0,19400000.0,2012
995,Damsels in Distress (SPC),SPC,1000000.0,19400000.0,2012
996,Rampart (MNE),MNE,973000.0,19400000.0,2012
997,Elles (KL),KL,158000.0,754000.0,2012
998,W.E. (Wein.),Wein.,583000.0,285000.0,2012
999,Breathing (KL),KL,4600.0,803000.0,2012
1000,Darling Companion (SPC),SPC,794000.0,19400000.0,2012
1001,Teri Meri Kahaani (Eros),Eros,781000.0,19400000.0,2012
1002,Son of Sardaar (Eros),Eros,772000.0,19400000.0,2012
1003,Agent Vinod (Eros),Eros,698000.0,19400000.0,2012
1004,Student of the Year (Eros),Eros,670000.0,19400000.0,2012
1005,The Polar Express (2012 re-issue) (WB),WB,669000.0,19400000.0,2012
1006,Holy Motors (IM),IM,641000.0,19400000.0,2012
1007,Free Men (FM),FM,53800.0,564000.0,2012
1008,"Peace, Love and Misunderstanding (IFC)",IFC,591000.0,19400000.0,2012
1009,Undefeated (2012) (Wein.),Wein.,562000.0,19400000.0,2012
1010,Sister (2012) (AF),AF,155000.0,400000.0,2012
1011,Vicky Donor (Eros),Eros,549000.0,19400000.0,2012
1012,Being Flynn (Focus),Focus,540000.0,19400000.0,2012
1013,Ai Weiwei: Never Sorry (IFC),IFC,534000.0,19400000.0,2012
1014,Where Do We Go Now? (SPC),SPC,532000.0,19400000.0,2012
1015,Bully (2012) (Wein.),Wein.,279000.0,182000.0,2012
1016,Ferrari Ki Sawaari (Eros),Eros,434000.0,19400000.0,2012
1018,Apartment 143 (Magn.),Magn.,400.0,426000.0,2012
1019,Sound of My Voice (FoxS),FoxS,408000.0,19400000.0,2012
1020,Khiladi 786 (Eros),Eros,379000.0,19400000.0,2012
1021,Smashed (SPC),SPC,377000.0,19400000.0,2012
1022,Universal Soldier: Day of Reckoning (Magn.),Magn.,5500.0,364000.0,2012
1023,The Oranges (ATO),ATO,366000.0,19400000.0,2012
1024,Liberal Arts (IFC),IFC,327000.0,19400000.0,2012
1025,Compliance (Magn.),Magn.,319000.0,19400000.0,2012
1026,Back to 1942 (CL),CL,313000.0,19400000.0,2012
1027,The Flowers of War (WHE),WHE,311000.0,19400000.0,2012
1028,Something From Nothing: The Art of Rap (IM),IM,288000.0,19400000.0,2012
1029,Love in the Buff (CL),CL,256000.0,19400000.0,2012
1030,Lola Versus (FoxS),FoxS,253000.0,19400000.0,2012
1031,Keep the Lights On (MBox),MBox,246000.0,19400000.0,2012
1032,Gerhard Richter Painting (KL),KL,243000.0,19400000.0,2012
1033,Trishna (IFC),IFC,240000.0,19400000.0,2012
1034,Elena (Zeit.),Zeit.,233000.0,19400000.0,2012
1035,Tezz (Eros),Eros,230000.0,19400000.0,2012
1036,The Viral Factor (CL),CL,220000.0,19400000.0,2012
1037,Neil Young Journeys (SPC),SPC,215000.0,19400000.0,2012
1038,Tai Chi Zero (Vari.),Vari.,212000.0,19400000.0,2012
1039,The House I Live In (Abr.),Abr.,211000.0,19400000.0,2012
1040,10 Years (Anch.),Anch.,203000.0,19400000.0,2012
1041,17 Girls (Strand),Strand,15100.0,186000.0,2012
1042,Tim & Eric's Billion Dollar Movie (Magn.),Magn.,201000.0,19400000.0,2012
1043,Any Day Now (MBox),MBox,201000.0,19400000.0,2012
1044,Tere Naal Love Ho Gaya (UTV),UTV,178000.0,19400000.0,2012
1045,The Hunter (2012) (Magn.),Magn.,177000.0,19400000.0,2012
1046,Butter (RTWC),RTWC,105000.0,70700.0,2012
1047,Kill List (IFC),IFC,29100.0,143000.0,2012
1048,Flying Swords of Dragon Gate (IM),IM,170000.0,19400000.0,2012
1049,Joker (UTV),UTV,169000.0,19400000.0,2012
1050,Dark Horse (BM&DH),BM&DH,166000.0,19400000.0,2012
1051,Shirin Farhad Ki Toh Nikal Padi (Eros),Eros,156000.0,19400000.0,2012
1052,Bullhead (Drft.),Drft.,152000.0,19400000.0,2012
1053,Chakravyuh (Eros),Eros,152000.0,19400000.0,2012
1054,Luv Shuv Tey Chicken Khurana (UTV),UTV,144000.0,19400000.0,2012
1055,High School (Anch.),Anch.,139000.0,19400000.0,2012
1056,Warriors of the Rainbow: Seediq Bale (WGUSA),WGUSA,136000.0,19400000.0,2012
1057,The Loneliest Planet (IFC),IFC,130000.0,19400000.0,2012
1058,Forgiveness of Blood (IFC),IFC,127000.0,19400000.0,2012
1059,Toys in the Attic (Hann.),Hann.,64900.0,61600.0,2012
1060,"Turn Me On, Dammit! (NYer)",NYer,126000.0,19400000.0,2012
1061,God Bless America (Magn.),Magn.,123000.0,19400000.0,2012
1062,Bullet Vanishes (CL),CL,118000.0,19400000.0,2012
1063,The Woman in the Fifth (ATO),ATO,114000.0,19400000.0,2012
1064,5 Broken Cameras (KL),KL,110000.0,19400000.0,2012
1065,Hello I Must Be Going (Osci.),Osci.,107000.0,19400000.0,2012
1066,The Magic of Belle Isle (Magn.),Magn.,102000.0,19400000.0,2012
1067,"Oslo, August 31st (Strand)",Strand,101000.0,19400000.0,2012
1068,Wuthering Heights (2012) (Osci.),Osci.,101000.0,19400000.0,2012
1069,Mugamoodi (UTV),UTV,101000.0,19400000.0,2012
1070,V/H/S (Magn.),Magn.,100000.0,19400000.0,2012
1071,Goodbye First Love (IFC),IFC,95000.0,19400000.0,2012
1072,Marina Abramovic: The Artist is Present (MBox),MBox,86600.0,19400000.0,2012
1073,The Eye of the Storm (SEG),SEG,83600.0,19400000.0,2012
1074,Wagner & Me (FRun),FRun,37700.0,41000.0,2012
1075,The Innkeepers (Magn.),Magn.,78400.0,19400000.0,2012
1076,This is Not a Film (PalT),PalT,77000.0,19400000.0,2012
1077,The Island President (Gold.),Gold.,76400.0,19400000.0,2012
1078,Detachment (Trib.),Trib.,72700.0,19400000.0,2012
1080,Attenberg (Strand),Strand,24000.0,45900.0,2012
1081,Deadfall (2012) (Magn.),Magn.,66400.0,19400000.0,2012
1082,Girlfriend Boyfriend - GF BF (CL),CL,64400.0,19400000.0,2012
1083,Vulgaria (CL),CL,59100.0,19400000.0,2012
1084,The Turin Horse (CGld),CGld,56400.0,19400000.0,2012
1085,Jodi Breakers (Yash),Yash,52600.0,19400000.0,2012
1086,Painted Skin: The Resurrection (WGUSA),WGUSA,50400.0,19400000.0,2012
1087,"All's Well, End's Well (2012) (CL)",CL,47900.0,19400000.0,2012
1088,North Sea Texas (Strand),Strand,28300.0,16700.0,2012
1089,Double Trouble (CL),CL,44800.0,19400000.0,2012
1090,The Fairy (KL),KL,38400.0,19400000.0,2012
1091,Hit So Hard (Vari.),Vari.,34000.0,19400000.0,2012
1092,Kalakalappu@Masala Cafe (UTV),UTV,30900.0,19400000.0,2012
1093,The Bay (RAtt.),RAtt.,30700.0,19400000.0,2012
1094,You've Been Trumped (ICir),ICir,29300.0,19400000.0,2012
1095,Here (2012) (Strand),Strand,26700.0,19400000.0,2012
1096,In Another Country (KL),KL,25100.0,19400000.0,2012
1097,The First Time (Gold.),Gold.,22800.0,19400000.0,2012
1098,Bonsai (Strand),Strand,21300.0,19400000.0,2012
1099,The Day (Anch.),Anch.,21000.0,19400000.0,2012
1100,28 Hotel Rooms (Osci.),Osci.,18900.0,19400000.0,2012
1101,Lovely Molly (Imag.),Imag.,18500.0,19400000.0,2012
1102,Juan of the Dead (Outs),Outs,18000.0,19400000.0,2012
1103,4:44: Last Day on Earth (IFC),IFC,17800.0,19400000.0,2012
1104,Little Birds (MNE),MNE,17700.0,19400000.0,2012
1105,Return (2012) (Da.),Da.,16100.0,19400000.0,2012
1106,Alps (KL),KL,16100.0,19400000.0,2012
1107,Patience (After Sebald) (CGld),CGld,15900.0,19400000.0,2012
1108,Take Me Home (Mont.),Mont.,15800.0,19400000.0,2012
1109,Reuniting the Rubins (Mont.),Mont.,13600.0,19400000.0,2012
1110,Cirkus Columbia (Strand),Strand,3500.0,9500.0,2012
1111,Grassroots (Gold.),Gold.,12400.0,19400000.0,2012
1112,Husbands in Goa (UTV),UTV,10100.0,19400000.0,2012
1113,Starry Starry Night (CL),CL,10000.0,19400000.0,2012
1114,Corpo Celeste (FM),FM,8900.0,19400000.0,2012
1115,Dreams of a Life (Strand),Strand,8400.0,19400000.0,2012
1116,The Babymakers (MNE),MNE,7900.0,19400000.0,2012
1117,Las Acacias (OutF),OutF,6000.0,19400000.0,2012
1118,The Good Doctor (Magn.),Magn.,5200.0,19400000.0,2012
1119,Liar's Autobiography (BSM),BSM,5100.0,19400000.0,2012
1120,Sleepless Night (Trib.),Trib.,3400.0,19400000.0,2012
1121,ATM (IFC),IFC,3000.0,19400000.0,2012
1122,About Cherry (IFC),IFC,3000.0,19400000.0,2012
1123,Perfect Sense (IFC),IFC,3000.0,19400000.0,2012
1124,Cheerful Weather for the Wedding (IFC),IFC,2700.0,19400000.0,2012
1125,The Decoy Bride (IFC),IFC,800.0,19400000.0,2012
1126,Death of a Superhero (Trib.),Trib.,600.0,19400000.0,2012
1127,Frozen (BV),BV,400700000.0,875700000.0,2013
1128,Iron Man 3 (BV),BV,409000000.0,805800000.0,2013
1129,Despicable Me 2 (Uni.),Uni.,368100000.0,602700000.0,2013
1130,The Hobbit: The Desolation of Smaug (WB (NL)),WB (NL),258399999.0,700000000.0,2013
1131,The Hunger Games: Catching Fire (LGF),LGF,424700000.0,440300000.0,2013
1132,Fast & Furious 6 (Uni.),Uni.,238700000.0,550000000.0,2013
1133,Monsters University (BV),BV,268500000.0,475700000.0,2013
1134,Gravity (WB),WB,274100000.0,449100000.0,2013
1135,Man of Steel (WB),WB,291000000.0,377000000.0,2013
1136,Thor: The Dark World (BV),BV,206400000.0,438200000.0,2013
1137,The Croods (Fox),Fox,187200000.0,400000000.0,2013
1138,World War Z (Par.),Par.,202400000.0,337600000.0,2013
1139,Oz The Great and Powerful (BV),BV,234900000.0,258399999.0,2013
1140,Star Trek Into Darkness (Par.),Par.,228800000.0,238600000.0,2013
1141,The Wolverine (Fox),Fox,132600000.0,282300000.0,2013
1142,Pacific Rim (WB),WB,101800000.0,309200000.0,2013
1143,The Wolf of Wall Street (Par.),Par.,116900000.0,275100000.0,2013
1144,G.I. Joe: Retaliation (Par.),Par.,122500000.0,253200000.0,2013
1145,The Hangover Part III (WB),WB,112200000.0,249800000.0,2013
1146,The Great Gatsby (2013) (WB),WB,144800000.0,208800000.0,2013
1147,Now You See Me (LG/S),LG/S,117700000.0,234000000.0,2013
1148,The Smurfs 2 (Sony),Sony,71000000.0,276500000.0,2013
1149,The Conjuring (WB (NL)),WB (NL),137400000.0,182100000.0,2013
1150,A Good Day to Die Hard (Fox),Fox,67300000.0,237300000.0,2013
1151,Oblivion (Uni.),Uni.,89100000.0,197100000.0,2013
1152,Elysium (TriS),TriS,93100000.0,193100000.0,2013
1153,Turbo (Fox),Fox,83000000.0,199500000.0,2013
1154,Cloudy with a Chance of Meatballs 2 (Sony),Sony,119800000.0,154500000.0,2013
1155,We're the Millers (WB (NL)),WB (NL),150400000.0,119600000.0,2013
1156,Epic (Fox),Fox,107500000.0,160900000.0,2013
1157,The Lone Ranger (BV),BV,89300000.0,171200000.0,2013
1158,American Hustle (Sony),Sony,150100000.0,101100000.0,2013
1159,Grown Ups 2 (Sony),Sony,133699999.0,113300000.0,2013
1160,After Earth (Sony),Sony,60500000.0,183300000.0,2013
1161,Planes (BV),BV,90300000.0,149000000.0,2013
1162,The Heat (Fox),Fox,159600000.0,70300000.0,2013
1163,Hansel and Gretel: Witch Hunters (Par.),Par.,55700000.0,170600000.0,2013
1164,Captain Phillips (Sony),Sony,107100000.0,111700000.0,2013
1165,White House Down (Sony),Sony,73100000.0,132300000.0,2013
1166,Percy Jackson: Sea of Monsters (Fox),Fox,68600000.0,131300000.0,2013
1167,Lost in Thailand (WAMCR),WAMCR,57400.0,197700000.0,2013
1168,Jack the Giant Slayer (WB (NL)),WB (NL),65200000.0,132500000.0,2013
1169,The Secret Life of Walter Mitty (Fox),Fox,58200000.0,129900000.0,2013
1170,12 Years a Slave (FoxS),FoxS,56700000.0,131100000.0,2013
1171,Lee Daniels' The Butler (Wein.),Wein.,116600000.0,60000000.0,2013
1172,Identity Thief (Uni.),Uni.,134500000.0,39500000.0,2013
1173,Anchorman 2: The Legend Continues (Par.),Par.,125200000.0,46300000.0,2013
1174,Olympus Has Fallen (FD),FD,98900000.0,71300000.0,2013
1175,Insidious Chapter 2 (FD),FD,83600000.0,78300000.0,2013
1176,Lone Survivor (Uni.),Uni.,125100000.0,29700000.0,2013
1177,Jackass Presents: Bad Grandpa (Par.),Par.,102000000.0,49800000.0,2013
1178,47 Ronin (Uni.),Uni.,38400000.0,113400000.0,2013
1179,Red 2 (LG/S),LG/S,53300000.0,94800000.0,2013
1180,Mama (Uni.),Uni.,71600000.0,74800000.0,2013
1181,Escape Plan (LG/S),LG/S,25100000.0,112200000.0,2013
1182,Last Vegas (CBS),CBS,63900000.0,70500000.0,2013
1183,2 Guns (Uni.),Uni.,75600000.0,56300000.0,2013
1184,Walking with Dinosaurs (Fox),Fox,36100000.0,90500000.0,2013
1185,This is the End (Sony),Sony,101500000.0,24600000.0,2013
1186,Ender's Game (LG/S),LG/S,61700000.0,63800000.0,2013
1187,Prisoners (WB),WB,61000000.0,61100000.0,2013
1188,Saving Mr. Banks (BV),BV,83300000.0,34600000.0,2013
1189,Warm Bodies (LG/S),LG/S,66400000.0,50600000.0,2013
1190,Jurassic Park 3D (Uni.),Uni.,45400000.0,71100000.0,2013
1191,Personal Tailor (CL),CL,376000.0,115800000.0,2013
1192,Free Birds (Rela.),Rela.,55800000.0,54600000.0,2013
1193,Gangster Squad (WB),WB,46000000.0,59200000.0,2013
1194,Philomena (Wein.),Wein.,37700000.0,62400000.0,2013
1195,Instructions Not Included (LGF),LGF,44500000.0,54600000.0,2013
1196,Riddick (Uni.),Uni.,42000000.0,56300000.0,2013
1197,Safe Haven (Rela.),Rela.,71300000.0,26200000.0,2013
1198,Evil Dead (2013) (TriS),TriS,54200000.0,43300000.0,2013
1199,Blue Jasmine (SPC),SPC,33400000.0,64099999.0,2013
1200,The Mortal Instruments: City of Bones (SGem),SGem,31200000.0,64200000.0,2013
1201,The Internship (Fox),Fox,44700000.0,48800000.0,2013
1202,Rush (2013) (Uni.),Uni.,26900000.0,63300000.0,2013
1203,The Purge (Uni.),Uni.,64500000.0,24900000.0,2013
1204,Dhoom 3 (Yash),Yash,8000000.0,80000000.0,2013
1205,About Time (Uni.),Uni.,15300000.0,71800000.0,2013
1206,Pain and Gain (Par.),Par.,49900000.0,36300000.0,2013
1207,Carrie (2013) (SGem),SGem,35300000.0,49500000.0,2013
1208,The Family (2013) (Rela.),Rela.,36900000.0,41500000.0,2013
1209,Scary Movie 5 (W/Dim.),W/Dim.,32000000.0,46400000.0,2013
