,title,studio,domestic_gross,foreign_gross,year
0,Toy Story 3 (BV),BV,415000000.0,652000000.0,2010
1,Alice in Wonderland (2010) (BV),BV,334200000.0,691300000.0,2010
2,Harry Potter and the Deathly Hallows Part 1 (WB),WB,296000000.0,664300000.0,2010
3,Inception (WB),WB,292600000.0,535700000.0,2010
4,Shrek Forever After (P/DW),P/DW,238700000.0,513900000.0,2010
5,The Twilight Saga: Eclipse (Sum.),Sum.,300500000.0,398000000.0,2010
6,Iron Man 2 (Par.),Par.,312400000.0,311500000.0,2010
7,Tangled (BV),BV,200800000.0,391000000.0,2010
8,Despicable Me (Uni.),Uni.,251500000.0,291600000.0,2010
9,How to Train Your Dragon (P/DW),P/DW,217600000.0,277300000.0,2010
10,Clash of the Titans (2010) (WB),WB,163200000.0,330000000.0,2010
11,The Chronicles of Narnia: The Voyage of the Dawn Treader (Fox),Fox,104400000.0,311300000.0,2010
12,The King's Speech (Wein.),Wein.,135500000.0,275400000.0,2010
13,Tron Legacy (BV),BV,172100000.0,228000000.0,2010
14,The Karate Kid (Sony),Sony,176600000.0,182500000.0,2010
15,Prince of Persia: The Sands of Time (BV),BV,90800000.0,245600000.0,2010
16,Black Swan (FoxS),FoxS,107000000.0,222400000.0,2010
17,Megamind (P/DW),P/DW,148400000.0,173500000.0,2010
18,Robin Hood (Uni.),Uni.,105300000.0,216400000.0,2010
19,The Last Airbender (Par.),Par.,131800000.0,187900000.0,2010
20,Little Fockers (Uni.),Uni.,148400000.0,162200000.0,2010
21,Resident Evil: Afterlife (SGem),SGem,60100000.0,240100000.0,2010
22,Shutter Island (Par.),Par.,128000000.0,166800000.0,2010
23,Salt (Sony),Sony,118300000.0,175200000.0,2010
24,Sex and the City 2 (WB (NL)),WB (NL),95300000.0,193000000.0,2010
25,The Tourist (Sony),Sony,67600000.0,210700000.0,2010
26,The Expendables (LGF),LGF,103100000.0,171400000.0,2010
27,Grown Ups (Sony),Sony,162000000.0,109400000.0,2010
28,Knight & Day (Fox),Fox,76400000.0,185500000.0,2010
29,True Grit (Par.),Par.,171200000.0,81000000.0,2010
30,Gulliver's Travels (Fox),Fox,42800000.0,194600000.0,2010
31,Percy Jackson & The Olympians: The Lightning Thief (Fox),Fox,88800000.0,137700000.0,2010
32,The Social Network (Sony),Sony,97000000.0,128000000.0,2010
33,Valentine's Day (WB (NL)),WB (NL),110500000.0,106000000.0,2010
34,The Sorcerer's Apprentice (BV),BV,63200000.0,152100000.0,2010
35,Due Date (WB),WB,100500000.0,111200000.0,2010
36,Eat Pray Love (Sony),Sony,80600000.0,124000000.0,2010
37,Yogi Bear (WB),WB,100200000.0,101300000.0,2010
38,Red (Sum.),Sum.,90400000.0,108600000.0,2010
39,Paranormal Activity 2 (Par.),Par.,84800000.0,92800000.0,2010
40,The A-Team (Fox),Fox,77200000.0,100000000.0,2010
41,Jackass 3-D (Par.),Par.,117200000.0,54500000.0,2010
42,The Other Guys (Sony),Sony,119200000.0,51200000.0,2010
43,Unstoppable (Fox),Fox,81600000.0,86200000.0,2010
44,Step Up 3-D (BV),BV,42400000.0,116900000.0,2010
45,The Book of Eli (WB),WB,94800000.0,62300000.0,2010
46,The Town (WB),WB,92200000.0,61800000.0,2010
47,Date Night (Fox),Fox,98700000.0,53600000.0,2010
48,Legend of the Guardians: The Owls of Ga'Hoole (WB),WB,55700000.0,84400000.0,2010
49,The Wolfman (Uni.),Uni.,62000000.0,77800000.0,2010
50,The Bounty Hunter (Sony),Sony,67099999.0,69300000.0,2010
51,Saw 3D (LGF),LGF,45700000.0,90400000.0,2010
52,Wall Street: Money Never Sleeps (Fox),Fox,52500000.0,82300000.0,2010
53,The Fighter (Par.),Par.,93600000.0,35600000.0,2010
54,Predators (Fox),Fox,52000000.0,75200000.0,2010
55,A Nightmare on Elm Street (2010) (WB (NL)),WB (NL),63100000.0,52600000.0,2010
56,Dear John (SGem),SGem,80000000.0,35000000.0,2010
57,Cats & Dogs: The Revenge of Kitty Galore (WB),WB,43600000.0,68900000.0,2010
58,Tooth Fairy (Fox),Fox,60000000.0,52400000.0,2010
59,Life as We Know It (WB),WB,53400000.0,52300000.0,2010
60,Hereafter (WB),WB,32700000.0,72500000.0,2010
61,The Girl with the Dragon Tattoo (MBox),MBox,10100000.0,94300000.0,2010
62,Love and Other Drugs (Fox),Fox,32400000.0,70500000.0,2010
63,Aftershock (Tangshan Dadizhen) (CL),CL,63000.0,100200000.0,2010
64,Killers (LGF),LGF,47100000.0,51100000.0,2010
65,Kick-Ass (LGF),LGF,48100000.0,48100000.0,2010
66,Green Zone (Uni.),Uni.,35100000.0,59800000.0,2010
67,Nanny McPhee Returns (Uni.),Uni.,29000000.0,64200000.0,2010
68,Get Him to the Greek (Uni.),Uni.,61000000.0,30300000.0,2010
69,Burlesque (SGem),SGem,39400000.0,50100000.0,2010
70,The Last Song (BV),BV,63000000.0,26100000.0,2010
71,Dinner for Schmucks (P/DW),P/DW,73000000.0,13800000.0,2010
72,Marmaduke (Fox),Fox,33600000.0,50100000.0,2010
73,Piranha 3D (W/Dim.),W/Dim.,25000000.0,58200000.0,2010
74,Oceans (BV),BV,19400000.0,63200000.0,2010
75,Edge of Darkness (WB),WB,43300000.0,37800000.0,2010
76,Vampires Suck (Fox),Fox,36700000.0,43900000.0,2010
77,Letters to Juliet (Sum.),Sum.,53000000.0,26100000.0,2010
78,The Back-Up Plan (CBS),CBS,37500000.0,40000000.0,2010
79,If You Are the One 2 (Fei Cheng Wu Rao II) (CL),CL,427000.0,75600000.0,2010
80,Diary of a Wimpy Kid (Fox),Fox,64000000.0,11700000.0,2010
81,Easy A (SGem),SGem,58400000.0,16600000.0,2010
82,Hubble 3D (WB),WB,52400000.0,21500000.0,2010
83,Takers (SGem),SGem,57700000.0,11300000.0,2010
84,Tales from Earthsea (BV),BV,48500.0,68600000.0,2010
85,Legion (2010) (SGem),SGem,40200000.0,27800000.0,2010
86,The American (Focus),Focus,35600000.0,32299999.0,2010
87,The Last Exorcism (LGF),LGF,41000000.0,26700000.0,2010
88,The Next Three Days (LGF),LGF,21100000.0,46300000.0,2010
89,The Girl Who Played with Fire (MBox),MBox,7600000.0,59500000.0,2010
90,Skyline (Uni.),Uni.,21400000.0,45400000.0,2010
91,Hot Tub Time Machine (MGM),MGM,50300000.0,14300000.0,2010
92,Devil (Uni.),Uni.,33600000.0,29100000.0,2010
93,127 Hours (FoxS),FoxS,18300000.0,42400000.0,2010
94,Tyler Perry's Why Did I Get Married Too? (LGF),LGF,60100000.0,578000.0,2010
95,Secretariat (BV),BV,59700000.0,537000.0,2010
96,The Ghost Writer (Sum.),Sum.,15500000.0,44700000.0,2010
97,Morning Glory (Par.),Par.,31000000.0,29000000.0,2010
98,Remember Me (Sum.),Sum.,19100000.0,37000000.0,2010
99,Cop Out (WB),WB,44900000.0,10700000.0,2010
100,The Crazies (Over.),Over.,39100000.0,15700000.0,2010
101,From Paris with Love (LGF),LGF,24100000.0,28700000.0,2010
102,Daybreakers (LGF),LGF,30100000.0,21300000.0,2010
103,Alpha and Omega (LGF),LGF,25100000.0,25400000.0,2010
104,The Switch (Mira.),Mira.,27800000.0,22100000.0,2010
105,She's Out of My League (Par.),Par.,32000000.0,17800000.0,2010
106,Death at a Funeral (2010) (SGem),SGem,42700000.0,6300000.0,2010
107,How Do You Know (Sony),Sony,30200000.0,18500000.0,2010
108,Charlie St. Cloud (Uni.),Uni.,31200000.0,17000000.0,2010
109,Scott Pilgrim vs. the World (Uni.),Uni.,31500000.0,16100000.0,2010
110,Heartbreaker (IFC),IFC,504000.0,46900000.0,2010
111,The Spy Next Door (LGF),LGF,24300000.0,20900000.0,2010
112,"The Good, the Bad, the Weird (IFC)",IFC,128000.0,44100000.0,2010
113,Machete (Fox),Fox,26600000.0,17500000.0,2010
114,The Girl Who Kicked the Hornet's Nest (MBox),MBox,5200000.0,38300000.0,2010
115,The Man From Nowhere (CJ),CJ,528000.0,42500000.0,2010
116,When in Rome (BV),BV,32700000.0,10400000.0,2010
117,My Name is Khan (FoxS),FoxS,4000000.0,38300000.0,2010
118,Going the Distance (WB (NL)),WB (NL),17800000.0,24200000.0,2010
119,The Concert (Wein.),Wein.,658000.0,40500000.0,2010
120,Agora (NM),NM,619000.0,38400000.0,2010
121,For Colored Girls (LGF),LGF,37700000.0,17300.0,2010
122,Brooklyn's Finest (Over.),Over.,27200000.0,9300000.0,2010
123,Furry Vengeance (Sum.),Sum.,17600000.0,18600000.0,2010
124,Faster (CBS),CBS,23200000.0,12400000.0,2010
125,The Kids Are All Right (Focus),Focus,20800000.0,13900000.0,2010
126,You Will Meet a Tall Dark Stranger (SPC),SPC,3200000.0,31000000.0,2010
127,The Secret in Their Eyes (SPC),SPC,6400000.0,27600000.0,2010
128,Avatar: Special Edition (Fox),Fox,10700000.0,22500000.0,2010
129,Leap Year (Uni.),Uni.,25900000.0,6700000.0,2010
130,You Again (BV),BV,25700000.0,6300000.0,2010
131,Mesrine: Killer Instinct (MBox),MBox,552000.0,30500000.0,2010
132,The Losers (WB),WB,23600000.0,5800000.0,2010
133,Case 39 (ParV),ParV,13300000.0,14900000.0,2010
134,Ramona and Beezus (Fox),Fox,26200000.0,1100000.0,2010
135,Splice (WB),WB,17000000.0,9800000.0,2010
136,Fair Game (2010) (Sum.),Sum.,9500000.0,14600000.0,2010
137,Let Me In (Over.),Over.,12100000.0,12000000.0,2010
138,Mao's Last Dancer (Gold.),Gold.,4800000.0,17500000.0,2010
139,Just Wright (FoxS),FoxS,21500000.0,29900.0,2010
140,Our Family Wedding (FoxS),FoxS,20300000.0,1200000.0,2010
141,My Soul to Take (Uni.),Uni.,14700000.0,6200000.0,2010
142,71 Into the Fire (JS),JS,177000.0,20800000.0,2010
143,"I Love You, Phillip Morris (RAtt.)",RAtt.,2000000.0,18700000.0,2010
144,Country Strong (SGem),SGem,20200000.0,310000.0,2010
145,Another Year (SPC),SPC,3200000.0,16500000.0,2010
146,Youth in Revolt (W/Dim.),W/Dim.,15300000.0,4400000.0,2010
147,Buried (LGF),LGF,1000000.0,18100000.0,2010
148,[Rec] 2 (Magn.),Magn.,27800.0,18500000.0,2010
149,Repo Men (Uni.),Uni.,13800000.0,4600000.0,2010
150,A Prophet (Un prophète) (SPC),SPC,2100000.0,15800000.0,2010
151,Soul Kitchen (IFC),IFC,277000.0,17600000.0,2010
152,Mother (2010) (Magn.),Magn.,552000.0,16600000.0,2010
153,Micmacs (SPC),SPC,1300000.0,15100000.0,2010
154,The Nutcracker in 3D (Free),Free,195000.0,16000000.0,2010
155,Sea Rex 3D: Journey to a Prehistoric World (3D),3D,6100000.0,9900000.0,2010
156,I Hate Luv Storys (UTV),UTV,848000.0,14900000.0,2010
157,Extraordinary Measures (CBS),CBS,12100000.0,3100000.0,2010
158,Somewhere (Focus),Focus,1800000.0,12200000.0,2010
159,Winter's Bone (RAtt.),RAtt.,6500000.0,7300000.0,2010
160,The Last Station (SPC),SPC,6600000.0,6900000.0,2010
161,Raajneeti (UTV),UTV,1500000.0,11100000.0,2010
162,Made in Dagenham (SPC),SPC,1100000.0,11300000.0,2010
163,Blue Valentine (Wein.),Wein.,9700000.0,2600000.0,2010
164,Tamara Drewe (SPC),SPC,560000.0,11400000.0,2010
165,Chloe (SPC),SPC,3100000.0,8600000.0,2010
166,Looking for Eric (IFC),IFC,55800.0,11500000.0,2010
167,The Warrior's Way (Rela.),Rela.,5700000.0,5400000.0,2010
168,I Am Love (Magn.),Magn.,5000000.0,5900000.0,2010
169,Jonah Hex (WB),WB,10500000.0,356000.0,2010
170,Harry Brown (Gold.),Gold.,1800000.0,8500000.0,2010
171,Cyrus (FoxS),FoxS,7500000.0,2500000.0,2010
172,Conviction (FoxS),FoxS,6800000.0,2900000.0,2010
173,Get Low (SPC),SPC,9200000.0,518000.0,2010
174,Babies (Focus),Focus,7300000.0,2200000.0,2010
175,Stone (Over.),Over.,1800000.0,7700000.0,2010
176,Peepli Live (UTV),UTV,758000.0,8700000.0,2010
177,Never Let Me Go (FoxS),FoxS,2400000.0,7000000.0,2010
178,Mid-August Lunch (Zeit.),Zeit.,675000.0,8700000.0,2010
179,MacGruber (Uni.),Uni.,8500000.0,797000.0,2010
180,City Island (Anch.),Anch.,6700000.0,1200000.0,2010
181,Inside Job (SPC),SPC,4300000.0,3600000.0,2010
182,The Joneses (RAtt.),RAtt.,1500000.0,5500000.0,2010
183,Centurion (Magn.),Magn.,124000.0,6700000.0,2010
184,Animal Kingdom (SPC),SPC,1000000.0,5700000.0,2010
185,Nowhere Boy (Wein.),Wein.,1500000.0,5100000.0,2010
186,It's Kind of a Funny Story (Focus),Focus,6400000.0,128000.0,2010
187,"Waiting for ""Superman"" (ParV)",ParV,6400000.0,9300.0,2010
188,Greenberg (Focus),Focus,4200000.0,1900000.0,2010
189,Coco Chanel & Igor Stravinsky (SPC),SPC,1600000.0,4099999.0,2010
190,Vincere (IFC),IFC,619000.0,5100000.0,2010
191,The Illusionist (2010) (SPC),SPC,2200000.0,3400000.0,2010
192,Exit Through the Gift Shop (PDA),PDA,3300000.0,2000000.0,2010
193,Mademoiselle Chambon (Lorb.),Lorb.,532000.0,4700000.0,2010
194,Solitary Man (Anch.),Anch.,4400000.0,818000.0,2010
195,Rabbit Hole (LGF),LGF,2200000.0,2900000.0,2010
196,Vision (Zeit.),Zeit.,435000.0,4600000.0,2010
197,Mother and Child (SPC),SPC,1100000.0,3900000.0,2010
198,The Runaways (App.),App.,3600000.0,1100000.0,2010
199,Four Lions (Drft.),Drft.,305000.0,4400000.0,2010
200,Wild Grass (SPC),SPC,404000.0,4200000.0,2010
201,Please Give (SPC),SPC,4000000.0,280000.0,2010
202,Monsters (Magn.),Magn.,237000.0,4000000.0,2010
203,Rare Exports: A Christmas Tale (Osci.),Osci.,236000.0,3800000.0,2010
204,The Killer Inside Me (IFC),IFC,217000.0,3800000.0,2010
205,The Perfect Game (IW),IW,1000000.0,2800000.0,2010
206,To Save a Life (Gold.),Gold.,3800000.0,45800.0,2010
207,Inspector Bellamy (IFC),IFC,108000.0,3600000.0,2010
208,Catfish (Rog.),Rog.,3200000.0,242000.0,2010
209,Wild Target (Free),Free,109000.0,3300000.0,2010
211,Frozen (2010) (Anch.),Anch.,246000.0,2900000.0,2010
212,Dabangg (Eros),Eros,1300000.0,1700000.0,2010
213,Kites (Relbig.),Relbig.,1600000.0,1300000.0,2010
214,Letters to God (Viv.),Viv.,2800000.0,60300.0,2010
215,Twelve (Hann.),Hann.,184000.0,2400000.0,2010
216,Tees Maar Khan (UTV),UTV,1100000.0,1400000.0,2010
217,Fish Tank (IFC),IFC,375000.0,2000000.0,2010
218,Housefull (Eros),Eros,1200000.0,1200000.0,2010
219,Golmaal 3 (Eros),Eros,1100000.0,935000.0,2010
220,After.Life (Anch.),Anch.,109000.0,1900000.0,2010
221,Cairo Time (IFC),IFC,1600000.0,391000.0,2010
222,Flipped (WB),WB,1800000.0,19400000.0,2010
223,Guzaarish (UTV),UTV,1000000.0,695000.0,2010
224,Ondine (Magn.),Magn.,550000.0,1100000.0,2010
225,Anjaana Anjaani (Eros),Eros,855000.0,761000.0,2010
226,John Rabe (Strand),Strand,67500.0,1400000.0,2010
227,Restrepo (NGE),NGE,1300000.0,105000.0,2010
228,Raavan (Relbig.),Relbig.,709000.0,648000.0,2010
229,The City of Your Final Destination (Scre.),Scre.,493000.0,859000.0,2010
231,Ajami (Kino),Kino,622000.0,669000.0,2010
232,Army of Crime (Lorb.),Lorb.,37000.0,1200000.0,2010
233,Lebanon (SPC),SPC,368000.0,830000.0,2010
234,Howl (Osci.),Osci.,617000.0,566000.0,2010
235,Videocracy (Kino),Kino,23700.0,1200000.0,2010
236,When You're Strange (Abr.),Abr.,246000.0,901000.0,2010
237,The Salvation Poem (Poema de Salvacion) (CZ),CZ,915000.0,183000.0,2010
238,Casino Jack (ATO),ATO,1000000.0,40700.0,2010
239,Leaving (IFC),IFC,176000.0,893000.0,2010
240,Khatta Meetha (Eros),Eros,542000.0,499000.0,2010
241,We Are Family (UTV),UTV,638000.0,393000.0,2010
242,Leaves of Grass (First),First,70100.0,949000.0,2010
243,North Face (MBox),MBox,711000.0,216000.0,2010
244,Creation (NM),NM,341000.0,555000.0,2010
245,No One Knows About Persian Cats (IFC),IFC,81800.0,798000.0,2010
246,Carlos (IFC),IFC,146000.0,726000.0,2010
247,Hideaway (Le Refuge) (Strand),Strand,34500.0,837000.0,2010
248,The Disappearance of Alice Creed (Anch.),Anch.,167000.0,701000.0,2010
249,Break Ke Baad (Relbig.),Relbig.,428000.0,389000.0,2010
250,Veer (2010) (Eros),Eros,527000.0,277000.0,2010
251,Life During Wartime (IFC),IFC,281000.0,487000.0,2010
252,Enter the Void (IFC),IFC,336000.0,418000.0,2010
253,The Secret of Kells (GK),GK,677000.0,62700.0,2010
254,The Polar Express (IMAX re-issue 2010) (WB),WB,673000.0,19400000.0,2010
255,No Problem (Eros),Eros,285000.0,369000.0,2010
256,All Good Things (Magn.),Magn.,582000.0,62500.0,2010
257,Jack Goes Boating (Over.),Over.,542000.0,77600.0,2010
258,Holy Rollers (FInd.),FInd.,303000.0,305000.0,2010
259,Chain Letter (NFC),NFC,139000.0,447000.0,2010
260,I Spit on Your Grave (Anch.),Anch.,93100.0,480000.0,2010
261,I'm Still Here (Magn.),Magn.,409000.0,160000.0,2010
262,Salt of this Sea (Lorb.),Lorb.,11700.0,545000.0,2010
263,Undertow (2010) (TFC),TFC,109000.0,393000.0,2010
264,Father of My Children (IFC),IFC,144000.0,335000.0,2010
265,The Greatest (2010) (Pala.),Pala.,115000.0,359000.0,2010
266,The Extra Man (Magn.),Magn.,453000.0,4500.0,2010
267,Tiny Furniture (IFC),IFC,392000.0,19400000.0,2010
268,Dogtooth (Kino),Kino,110000.0,274000.0,2010
269,Grease (Sing-a-Long re-issue) (Par.),Par.,366000.0,19400000.0,2010
270,The Tempest (Mira.),Mira.,278000.0,68700.0,2010
271,The Good Heart (Magn.),Magn.,20900.0,323000.0,2010
272,Formosa Betrayed (Scre.),Scre.,225000.0,101000.0,2010
273,Red Hill (Strand),Strand,21100.0,300000.0,2010
274,Welcome to the Rileys (Gold.),Gold.,159000.0,158000.0,2010
275,"A Woman, A Gun and A Noodle Shop (SPC)",SPC,191000.0,121000.0,2010
276,The Girl on the Train (Strand),Strand,208000.0,97100.0,2010
277,Mesrine: Public Enemy No. 1 (MBox),MBox,275000.0,28100.0,2010
278,44 Inch Chest (Imag.),Imag.,39000.0,255000.0,2010
279,Karthik Calling Karthik (Eros),Eros,286000.0,7100.0,2010
280,Last Train Home (Zeit.),Zeit.,288000.0,19400000.0,2010
281,Eyes Wide Open (NAV),NAV,26300.0,250000.0,2010
282,Waste Land (Arth.),Arth.,188000.0,88700.0,2010
283,South of the Border (CLS),CLS,199000.0,70800.0,2010
284,Human Centipede (IFC),IFC,181000.0,70700.0,2010
285,"Lovely, Still (Mont.)",Mont.,128000.0,106000.0,2010
286,The Girl (Flickan) (Olive),Olive,2200.0,229000.0,2010
287,Sweetgrass (CGld),CGld,207000.0,19400000.0,2010
288,Bitch Slap (Free),Free,17400.0,182000.0,2010
289,Chance Pe Dance (UTV),UTV,169000.0,24300.0,2010
290,Client 9: The Rise and Fall of Eliot Spitzer (Magn.),Magn.,189000.0,3500.0,2010
291,Casino Jack and the United States of Money (Magn.),Magn.,177000.0,19400000.0,2010
292,Perrier's Bounty (IFC),IFC,800.0,167000.0,2010
293,Around a Small Mountain (CGld),CGld,33200.0,131000.0,2010
294,Spring Fever (Strand),Strand,10800.0,150000.0,2010
295,The Eclipse (Magn.),Magn.,133000.0,26400.0,2010
296,George A. Romero's Survival of the Dead (Magn.),Magn.,102000.0,41500.0,2010
297,The Romantics (FOAK),FOAK,107000.0,17300.0,2010
299,Freakonomics (Magn.),Magn.,101000.0,16400.0,2010
300,Saint John of Las Vegas (IVP),IVP,103000.0,9100.0,2010
301,Band Baaja Baaraat (Yash),Yash,43800.0,60700.0,2010
303,Kisses (Osci.),Osci.,81700.0,15300.0,2010
304,Waking Sleeping Beauty (BV),BV,80700.0,4200.0,2010
305,Enemies of the People (ICir),ICir,73200.0,6400.0,2010
307,Hadewijch (IFC),IFC,5000.0,57500.0,2010
308,Alamar (FM),FM,61600.0,19400000.0,2010
309,As Good as Dead (First),First,2000.0,53600.0,2010
310,Inhale (IFC),IFC,4100.0,51000.0,2010
311,Hatchet 2 (Vita.),Vita.,52600.0,19400000.0,2010
312,District B13: Ultimatum (Magn.),Magn.,36100.0,16200.0,2010
313,GasLand (WOW),WOW,30800.0,18600.0,2010
314,Boogie Woogie (IFC),IFC,2600.0,44900.0,2010
315,Come Undone (2010) (FM),FM,10000.0,31300.0,2010
316,The Red Baron (Mont.),Mont.,37200.0,3100.0,2010
317,Bluebeard (Strand),Strand,33500.0,5200.0,2010
318,Daddy Longlegs (IFC),IFC,21800.0,11500.0,2010
319,Living in Emergency (Truly),Truly,32200.0,19400000.0,2010
320,Nenette (Kino),Kino,18000.0,5400.0,2010
321,Picture Me (Strand),Strand,12000.0,10400.0,2010
322,The Thorn in the Heart (Osci.),Osci.,7400.0,10500.0,2010
323,The Taqwacores (Strand),Strand,11400.0,19400000.0,2010
324,Cherry (Abr.),Abr.,11400.0,19400000.0,2010
325,Terkel in Trouble (Indic.),Indic.,10800.0,19400000.0,2010
326,Kimjongilia (Lorb.),Lorb.,4400.0,19400000.0,2010
328,Harry Potter and the Deathly Hallows Part 2 (WB),WB,381000000.0,960500000.0,2011
329,Transformers: Dark of the Moon (P/DW),P/DW,352400000.0,771400000.0,2011
330,Pirates of the Caribbean: On Stranger Tides (BV),BV,241100000.0,804600000.0,2011
331,The Twilight Saga: Breaking Dawn Part 1 (Sum.),Sum.,281300000.0,430900000.0,2011
332,Mission: Impossible - Ghost Protocol (Par.),Par.,209400000.0,485300000.0,2011
333,Kung Fu Panda 2 (P/DW),P/DW,165200000.0,500400000.0,2011
334,Fast Five (Uni.),Uni.,209800000.0,416300000.0,2011
335,The Hangover Part II (WB),WB,254500000.0,332300000.0,2011
336,The Smurfs (Sony),Sony,142600000.0,421100000.0,2011
337,Cars 2 (BV),BV,191500000.0,370700000.0,2011
338,Puss in Boots (P/DW),P/DW,149300000.0,405700000.0,2011
339,Sherlock Holmes: A Game of Shadows (WB),WB,186800000.0,358600000.0,2011
340,Rio (Fox),Fox,143600000.0,341000000.0,2011
341,Rise of the Planet of the Apes (Fox),Fox,176800000.0,305000000.0,2011
342,Thor (Par.),Par.,181000000.0,268300000.0,2011
343,The Adventures of Tintin (Par.),Par.,77600000.0,296400000.0,2011
344,Captain America: The First Avenger (Par.),Par.,176700000.0,193900000.0,2011
345,X-Men: First Class (Fox),Fox,146400000.0,207200000.0,2011
346,Alvin and the Chipmunks: Chipwrecked (Fox),Fox,133100000.0,209600000.0,2011
347,Real Steel (BV),BV,85500000.0,213800000.0,2011
348,Bridesmaids (Uni.),Uni.,169100000.0,119300000.0,2011
349,Super 8 (Par.),Par.,127000000.0,133100000.0,2011
350,Rango (Par.),Par.,123500000.0,122200000.0,2011
351,The Girl with the Dragon Tattoo (2011) (Sony),Sony,102500000.0,130100000.0,2011
352,The Green Hornet (Sony),Sony,98800000.0,129000000.0,2011
353,Immortals (Rela.),Rela.,83500000.0,143400000.0,2011
354,Green Lantern (WB),WB,116600000.0,103300000.0,2011
355,The Help (BV),BV,169700000.0,46900000.0,2011
356,Bad Teacher (Sony),Sony,100300000.0,115900000.0,2011
357,Just Go With It (Sony),Sony,103000000.0,111900000.0,2011
358,Battle: Los Angeles (Sony),Sony,83600000.0,128300000.0,2011
359,Horrible Bosses (WB (NL)),WB (NL),117500000.0,92100000.0,2011
360,Paranormal Activity 3 (Par.),Par.,104000000.0,103000000.0,2011
361,Gnomeo and Juliet (BV),BV,100000000.0,94000000.0,2011
362,Mr. Popper's Penguins (Fox),Fox,68200000.0,119100000.0,2011
363,Hugo (Par.),Par.,73900000.0,111900000.0,2011
364,The Lion King (in 3D) (BV),BV,94200000.0,91300000.0,2011
365,Hop (Uni.),Uni.,108100000.0,75900000.0,2011
366,War Horse (BV),BV,79900000.0,97700000.0,2011
367,The Descendants (FoxS),FoxS,82600000.0,94700000.0,2011
368,Cowboys & Aliens (Uni.),Uni.,100200000.0,74600000.0,2011
369,In Time (Fox),Fox,37500000.0,136400000.0,2011
370,Zookeeper (Sony),Sony,80400000.0,89500000.0,2011
371,The Muppets (BV),BV,88600000.0,76600000.0,2011
372,Limitless (Rela.),Rela.,79200000.0,82600000.0,2011
373,Johnny English Reborn (Uni.),Uni.,8300000.0,151800000.0,2011
374,Final Destination 5 (WB (NL)),WB (NL),42600000.0,115300000.0,2011
375,Tower Heist (Uni.),Uni.,78000000.0,74900000.0,2011
376,Midnight in Paris (SPC),SPC,56800000.0,94300000.0,2011
377,Happy Feet Two (WB),WB,64000000.0,86400000.0,2011
378,I Am Number Four (BV),BV,55100000.0,94800000.0,2011
379,Jack and Jill (Sony),Sony,74200000.0,75500000.0,2011
380,Friends with Benefits (SGem),SGem,55800000.0,93700000.0,2011
381,No Strings Attached (Par.),Par.,70700000.0,78600000.0,2011
382,Arthur Christmas (Sony),Sony,46500000.0,101000000.0,2011
383,Source Code (Sum.),Sum.,54700000.0,92600000.0,2011
384,"Crazy, Stupid, Love. (WB)",WB,84400000.0,58500000.0,2011
385,New Year's Eve (WB (NL)),WB (NL),54500000.0,87500000.0,2011
386,Contagion (WB),WB,75700000.0,59800000.0,2011
387,The Artist (Wein.),Wein.,44700000.0,88800000.0,2011
388,The Three Musketeers (2011) (Sum.),Sum.,20400000.0,111900000.0,2011
389,Unknown (WB),WB,63700000.0,67099999.0,2011
390,The Adjustment Bureau (Uni.),Uni.,62500000.0,65400000.0,2011
391,We Bought a Zoo (Fox),Fox,75600000.0,44500000.0,2011
392,Water for Elephants (Fox),Fox,58700000.0,58400000.0,2011
393,The Iron Lady (Wein.),Wein.,30000000.0,84900000.0,2011
394,Moneyball (Sony),Sony,75600000.0,34600000.0,2011
395,Sanctum (Uni.),Uni.,23200000.0,85400000.0,2011
396,Justin Bieber: Never Say Never (Par.),Par.,73000000.0,26000000.0,2011
397,Paul (Uni.),Uni.,37400000.0,60600000.0,2011
398,Scream 4 (W/Dim.),W/Dim.,38200000.0,59000000.0,2011
399,Insidious (FD),FD,54000000.0,43000000.0,2011
400,The Rite (WB (NL)),WB (NL),33000000.0,63000000.0,2011
401,Dolphin Tale (WB),WB,72300000.0,23100000.0,2011
402,Season of the Witch (Rela.),Rela.,24800000.0,66800000.0,2011
403,Sucker Punch (WB),WB,36400000.0,53400000.0,2011
404,Red Riding Hood (WB),WB,37700000.0,51500000.0,2011
405,Spy Kids: All the Time in the World (W/Dim.),W/Dim.,38500000.0,47000000.0,2011
406,J. Edgar (WB),WB,37300000.0,47600000.0,2011
407,Hall Pass (WB (NL)),WB (NL),45100000.0,38100000.0,2011
408,"Big Mommas: Like Father, Like Son (Fox)",Fox,37900000.0,44800000.0,2011
409,Abduction (LGF),LGF,28100000.0,54000000.0,2011
410,"Tinker, Tailor, Soldier, Spy (Focus)",Focus,24100000.0,56500000.0,2011
411,Priest (SGem),SGem,29100000.0,49200000.0,2011
412,Drive (2011) (FD),FD,35100000.0,41100000.0,2011
413,The Mechanic (CBS),CBS,29100000.0,47000000.0,2011
414,The Ides of March (Sony),Sony,41000000.0,35000000.0,2011
415,The Change-Up (Uni.),Uni.,37100000.0,38400000.0,2011
416,The Lincoln Lawyer (LGF),LGF,58000000.0,17000000.0,2011
417,Diary of a Wimpy Kid: Rodrick Rules (Fox),Fox,52700000.0,19700000.0,2011
418,Larry Crowne (Uni.),Uni.,35600000.0,36400000.0,2011
